date,national_avg_price_per_gallon,total_gallons_purchased,n_transactions,fuel_price_usd_per_barrel,fuel_price_rolling_7d,fuel_price_dod_pct_change,fuel_price_yoy_pct_change,day_of_week,week_of_year,month,is_month_end,is_quarter_end,is_us_holiday
2022-08-09,4.272368817309201,23575.9,185.0,79.25,4.213372532868929,2.5071598454734056,,Tuesday,32,8,0,0,0
2022-08-10,4.191677897730168,21591.899999999998,175.0,79.25,4.208993507371267,-1.8886693314518976,,Wednesday,32,8,0,0,0
2022-08-11,4.202036665642336,24731.600000000002,203.0,79.25,4.211054736711203,0.24712700176168223,,Thursday,32,8,0,0,0
2022-08-12,4.1896692493886825,24250.899999999998,205.0,79.25,4.209630971992589,-0.2943195701925805,,Friday,32,8,0,0,0
2022-08-13,4.163217567512432,22058.9,180.0,79.25,4.209223291176287,-0.6313548946640601,,Saturday,32,8,0,0,0
2022-08-14,4.192684810042508,24089.6,197.0,79.25,4.197075510357964,0.7077997258664093,,Sunday,32,8,0,0,0
2022-08-15,4.234753101725579,21778.199999999997,174.0,79.25,4.206629729907272,1.0033735801533883,,Monday,33,8,0,0,0
2022-08-16,4.197048231807286,28240.699999999997,221.0,79.25,4.195869646264141,-0.8903676085136758,,Tuesday,33,8,0,0,0
2022-08-17,4.280511259052828,23252.4,194.0,79.25,4.208560126453093,1.9886125351864736,,Wednesday,33,8,0,0,0
2022-08-18,4.180475204719071,21834.800000000003,172.0,79.25,4.205479917749769,-2.3370118259166017,,Thursday,33,8,0,0,0
2022-08-19,4.220747025998792,21343.3,167.0,79.25,4.209919600122642,0.9633311838391112,,Friday,33,8,0,0,0
2022-08-20,4.229628959421583,24867.9,192.0,79.25,4.21940694182395,0.2104351046883446,,Saturday,33,8,0,0,0
2022-08-21,4.146609569165642,23433.6,182.0,79.25,4.212824764555826,-1.9628055097129282,,Sunday,33,8,0,0,0
2022-08-22,4.162947322336588,21927.7,175.0,79.25,4.202566796071684,0.3940026881825043,,Monday,34,8,0,0,0
2022-08-23,4.244508039329093,21612.5,177.0,79.25,4.209346768574799,1.9592060787049892,,Tuesday,34,8,0,0,0
2022-08-24,4.203882760506883,21938.0,181.0,79.25,4.198399840211093,-0.9571257362639085,,Wednesday,34,8,0,0,0
2022-08-25,4.209245327977669,20563.9,165.0,79.25,4.202509857819464,0.1275622508116525,,Thursday,34,8,0,0,0
2022-08-26,4.187627339817749,27357.9,215.0,79.25,4.197778474079315,-0.5135834686619822,,Friday,34,8,0,0,0
2022-08-27,4.2432969606479585,19556.8,156.0,79.25,4.199731045683083,1.3293833551252021,,Saturday,34,8,0,0,0
2022-08-28,4.23851388837519,21629.6,172.0,79.25,4.21286023414159,-0.11272065842025114,,Sunday,34,8,0,0,0
2022-08-29,4.166728807142481,20866.7,172.0,79.25,4.213400446256718,-1.6936379854644579,,Monday,35,8,0,0,0
2022-08-30,4.199152923265051,24696.700000000004,197.0,79.25,4.206921143961854,0.7781671815787483,,Tuesday,35,8,0,0,0
2022-08-31,4.164468214519548,25812.1,197.0,79.25,4.201290494535092,-0.8259929890463091,,Wednesday,35,8,1,0,0
2022-09-01,4.158726496123311,21539.0,177.0,79.25,4.194073518555898,-0.13787398775715332,,Thursday,35,9,0,0,0
2022-09-02,4.131448467966574,21540.0,171.0,79.25,4.186047965434303,-0.6559226287702558,,Friday,35,9,0,0,0
2022-09-03,4.173714465352314,20040.300000000003,164.0,79.25,4.176107608963496,1.023030971182437,,Saturday,35,9,0,0,0
2022-09-04,4.154001334584103,20680.6,168.0,79.25,4.1640343869933405,-0.47231622890971936,,Sunday,35,9,0,0,0
2022-09-05,4.224635432826559,28040.100000000002,225.0,79.25,4.172306762091066,1.7003869896331736,,Monday,36,9,0,0,1
2022-09-06,4.246381350804964,27106.8,224.0,79.25,4.1790536803110525,0.5147406995035242,,Tuesday,36,9,0,0,0
2022-09-07,4.147293992465912,23307.4,185.0,79.25,4.176600220017677,-2.333454067196983,,Wednesday,36,9,0,0,0
2022-09-08,4.2030870531896705,23388.0,185.0,79.25,4.182937442455728,1.3452882970224511,,Thursday,36,9,0,0,0
2022-09-09,4.1933599358795774,23331.1,189.0,79.25,4.1917819378718715,-0.23142792873421802,,Friday,36,9,0,0,0
2022-09-10,4.1591517306718915,23115.300000000003,193.0,79.25,4.1897015472032395,-0.8157707835902861,,Saturday,36,9,0,0,0
2022-09-11,4.110041514544813,20378.399999999998,159.0,79.25,4.183421572911912,-1.1807748143669028,,Sunday,36,9,0,0,0
2022-09-12,4.142541652416084,20467.0,162.0,79.25,4.1716938899961304,0.7907496251864821,,Monday,37,9,0,0,0
2022-09-13,4.2268508800935445,20867.1,164.0,79.25,4.168903822751642,2.0352053099644163,,Tuesday,37,9,0,0,0
2022-09-14,4.2027204635085305,23404.1,186.0,79.25,4.176821890043445,-0.5708840285484573,,Wednesday,37,9,0,0,0
2022-09-15,4.146337352763164,21479.0,182.0,79.25,4.1687147899825145,-1.3415860330214802,,Thursday,37,9,0,0,0
2022-09-16,4.194009439392195,21717.5,175.0,79.25,4.168807576198604,1.1497396997198317,,Friday,37,9,0,0,0
2022-09-17,4.154706467918968,23205.3,189.0,79.25,4.168172538662471,-0.9371216741687505,,Saturday,37,9,0,0,0
2022-09-18,4.187737680348146,22151.6,174.0,79.25,4.17927199092009,0.7950311937614085,,Sunday,37,9,0,0,0
2022-09-19,4.268452185881891,24411.199999999997,200.0,79.25,4.197259209986634,1.9274011816097003,,Monday,38,9,0,0,0
2022-09-20,4.177540785291337,20417.9,163.0,79.25,4.190214910729177,-2.1298446516807124,,Tuesday,38,9,0,0,0
2022-09-21,4.148498232819828,22323.7,183.0,79.25,4.182468877773647,-0.6952069163217889,,Wednesday,38,9,0,0,0
2022-09-22,4.117562214977705,21686.9,169.0,79.25,4.178358143804296,-0.7457160665365614,,Thursday,38,9,0,0,0
2022-09-23,4.172127215450463,20887.4,173.0,79.25,4.17523211181262,1.325177316672388,,Friday,38,9,0,0,0
2022-09-24,4.228063331015718,23299.799999999996,190.0,79.25,4.185711663683584,1.3407097309523053,,Saturday,38,9,0,0,0
2022-09-25,4.198183211512004,22314.1,181.0,79.25,4.1872038824212785,-0.7067093646522027,,Sunday,38,9,0,0,0
2022-09-26,4.2296402340346075,22492.4,182.0,79.25,4.181659317871666,0.7493008508143273,,Monday,39,9,0,0,0
2022-09-27,4.229892496874325,19915.7,168.0,79.25,4.189138133812093,0.005964167772187778,,Tuesday,39,9,0,0,0
2022-09-28,4.164847759865355,21567.9,169.0,79.25,4.191473780532883,-1.5377397193199416,,Wednesday,39,9,0,0,0
2022-09-29,4.230022313912299,22273.1,178.0,79.25,4.20753950895211,1.564872422828989,,Thursday,39,9,0,0,0
2022-09-30,4.202474052107605,18884.0,152.0,79.25,4.2118747713317015,-0.6512557088431681,,Friday,39,9,1,1,0
2022-10-01,4.183144475920679,23580.4,193.0,79.25,4.20545779203241,-0.45995706213181053,,Saturday,39,10,0,0,0
2022-10-02,4.189192169608728,24121.4,187.0,79.25,4.2041733574748,0.144572909753915,,Sunday,39,10,0,0,0
2022-10-03,4.182582039723688,25999.6,200.0,79.25,4.197450758287526,-0.15779008499524627,,Monday,40,10,0,0,0
2022-10-04,4.180661394395674,25276.899999999998,197.0,79.25,4.190417743647719,-0.04592008739513487,,Tuesday,40,10,0,0,0
2022-10-05,4.171974384914419,19472.9,160.0,79.25,4.191435832940441,-0.20779031501810818,,Wednesday,40,10,0,0,0
2022-10-06,4.2385712383280065,25531.199999999997,203.0,79.25,4.192657107856972,1.596291042782938,,Thursday,40,10,0,0,0
2022-10-07,4.1501596426758,23239.4,179.0,79.25,4.185183620795285,-2.0858820267718903,,Friday,40,10,0,0,0
2022-10-08,4.23802664509442,19778.5,158.0,79.25,4.193023930677248,2.1171957221859605,,Saturday,40,10,0,0,0
2022-10-09,4.229292641534774,24571.7,192.0,79.25,4.198752569523825,-0.20608656554238491,,Sunday,40,10,0,0,0
2022-10-10,4.252929073622662,25516.6,199.0,79.25,4.208802145795108,0.5588743577533695,,Monday,41,10,0,0,1
2022-10-11,4.226859918794996,19432.3,159.0,79.25,4.21540193499501,-0.6129694235756489,,Tuesday,41,10,0,0,0
2022-10-12,4.12172593780461,19081.8,158.0,79.25,4.208223585407896,-2.487283302739729,,Wednesday,41,10,0,0,0
2022-10-13,4.2402049990471244,26761.1,204.0,79.25,4.208456979796341,2.8745011927120423,,Thursday,41,10,0,0,0
2022-10-14,4.140602548858708,23885.199999999997,187.0,79.25,4.207091680679613,-2.3490008197905365,,Friday,41,10,0,0,0
2022-10-15,4.2075497179779155,26434.1,209.0,79.25,4.202737833948684,1.616846058737531,,Saturday,41,10,0,0,0
2022-10-16,4.240942922800263,28415.9,218.0,79.25,4.204402159843754,0.7936496788063074,,Sunday,41,10,0,0,0
2022-10-17,4.203191311871681,25773.1,200.0,79.25,4.197296765307899,-0.890170219590114,,Monday,42,10,0,0,0
2022-10-18,4.205516660959681,24239.3,197.0,79.25,4.194247728474283,0.05532341774290295,,Tuesday,42,10,0,0,0
2022-10-19,4.197811377683707,26646.9,213.0,79.25,4.20511707702844,-0.18321846986133483,,Wednesday,42,10,0,0,0
2022-10-20,4.2431862479929245,23292.6,187.0,79.25,4.205542969734983,1.0809173215937662,,Thursday,42,10,0,0,0
2022-10-21,4.141755269263044,20259.0,163.0,79.25,4.205707644078459,-2.390443709084389,,Friday,42,10,0,0,0
2022-10-22,4.235656816541418,18842.399999999998,155.0,79.25,4.2097229438732455,2.2671920761528463,,Saturday,42,10,0,0,0
2022-10-23,4.207828723105727,21737.9,177.0,79.25,4.204992343916883,-0.6569959428019301,,Sunday,42,10,0,0,0
2022-10-24,4.119559244419004,20964.0,175.0,79.25,4.193044905709359,-2.097744097853238,,Monday,43,10,0,0,0
2022-10-25,4.2261886600559375,26351.1,206.0,79.25,4.195998048437394,2.588369515049216,,Tuesday,43,10,0,0,0
2022-10-26,4.197457553624083,20755.6,168.0,79.25,4.195947502143162,-0.6798349232112755,,Wednesday,43,10,0,0,0
2022-10-27,4.231703431895435,21093.300000000003,167.0,79.25,4.194307099843521,0.8158719375681356,,Thursday,43,10,0,0,0
2022-10-28,4.242680632728362,20678.700000000004,164.0,79.25,4.208725008909996,0.25940383133158385,,Friday,43,10,0,0,0
2022-10-29,4.1856526826512805,19827.4,152.0,79.25,4.2015815612114045,-1.3441490183626725,,Saturday,43,10,0,0,0
2022-10-30,4.252176647571775,23531.600000000002,181.0,79.25,4.207916978992268,1.589333133067239,,Sunday,43,10,0,0,0
2022-10-31,4.241186292592952,20602.0,169.0,79.25,4.225292271588546,-0.2584642146769456,,Monday,44,10,1,0,0
2022-11-01,4.231566647769321,23107.3,185.0,79.25,4.226060555547602,-0.22681495600492818,,Tuesday,44,11,0,0,0
2022-11-02,4.244883273366245,22706.9,183.0,79.25,4.23283565836791,0.3146972907526857,,Wednesday,44,11,0,0,0
2022-11-03,4.200173703176346,23948.9,198.0,79.25,4.22833141140804,-1.053257941635788,,Thursday,44,11,0,0,0
2022-11-04,4.19279502951124,24126.4,189.0,79.25,4.221204896662737,-0.1756754407448935,,Friday,44,11,0,0,0
2022-11-05,4.1678124129596315,21182.7,174.0,79.25,4.218656286706787,-0.5958463596662078,,Saturday,44,11,0,0,0
2022-11-06,4.140634197010791,20794.800000000003,171.0,79.25,4.202721650912361,-0.6520978694801838,,Sunday,44,11,0,0,0
2022-11-07,4.18765296637375,20870.600000000002,169.0,79.25,4.195074032881046,1.135545115212122,,Monday,45,11,0,0,0
2022-11-08,4.194578183204495,21771.3,178.0,79.25,4.189789966514643,0.16537227144546307,,Tuesday,45,11,0,0,0
2022-11-09,4.11664934871343,22808.7,187.0,79.25,4.171470834421384,-1.8578467509104857,,Wednesday,45,11,0,0,0
2022-11-10,4.217612708867748,21012.1,171.0,79.25,4.173962120948727,2.4525615762214903,,Thursday,45,11,0,0,0
2022-11-11,4.18275529816011,19615.3,161.0,79.25,4.172527873612851,-0.8264725358577585,,Friday,45,11,0,0,1
2022-11-12,4.162171638588994,23072.9,184.0,79.25,4.17172204870276,-0.4921076683632508,,Saturday,45,11,0,0,0
2022-11-13,4.1866023179312695,20337.1,164.0,79.25,4.178288923119971,0.5869695308999168,,Sunday,45,11,0,0,0
2022-11-14,4.18781900323081,22378.3,186.0,79.25,4.17831264267098,0.029061401278296373,,Monday,46,11,0,0,0
2022-11-15,4.19601877391227,22478.0,180.0,79.25,4.178518441343519,0.19580050320069375,,Tuesday,46,11,0,0,0
2022-11-16,4.135672262017605,25002.9,193.0,79.25,4.181236000386972,-1.4381849831047955,,Wednesday,46,11,0,0,0
2022-11-17,4.176846896271463,24607.5,204.0,79.25,4.175412312873218,0.9955971277513687,,Thursday,46,11,0,0,0
2022-11-18,4.269403912583871,22609.100000000002,177.0,79.25,4.187790686362326,2.215954249963792,,Friday,46,11,0,0,0
2022-11-19,4.175803312290613,23222.6,191.0,79.25,4.1897380683197,-2.192357579880755,,Saturday,46,11,0,0,0
2022-11-20,4.158824426833919,23597.0,184.0,79.25,4.185769798162935,-0.40660165690084016,,Sunday,46,11,0,0,0
2022-11-21,4.215698692898531,17810.4,147.0,79.25,4.18975261097261,1.3675563146557268,,Monday,47,11,0,0,0
2022-11-22,4.257161454495437,20356.199999999997,171.0,79.25,4.198487279627349,0.9835323778416782,,Tuesday,47,11,0,0,0
2022-11-23,4.234701460295515,23146.0,184.0,79.25,4.212634307952764,-0.5275814516314536,,Wednesday,47,11,0,0,0
2022-11-24,4.198820484293937,26426.1,208.0,79.25,4.215773391955975,-0.8473082775255159,,Thursday,47,11,0,0,1
2022-11-25,4.185056728859207,24617.1,200.0,79.25,4.203723794281023,-0.32780052127053816,,Friday,47,11,0,0,0
2022-11-26,4.164049545911555,24268.4,192.0,79.25,4.202044684798301,-0.5019569460741335,,Saturday,47,11,0,0,0
2022-11-27,4.196239594854182,22332.699999999997,165.0,79.25,4.207389708801196,0.773046732218452,,Sunday,47,11,0,0,0
2022-11-28,4.179798456874958,25830.7,205.0,79.25,4.20226110365497,-0.39180646403951247,,Monday,48,11,0,0,0
2022-11-29,4.1780042954321335,23932.4,193.0,79.25,4.190952938074498,-0.04292459221026945,,Tuesday,48,11,0,0,0
2022-11-30,4.211861927746088,19143.6,162.0,79.25,4.187690147710295,0.8103781116494124,,Wednesday,48,11,1,0,0
2022-12-01,4.135844721471216,21674.6,178.0,79.25,4.178693610164191,-1.8048361408549707,,Thursday,48,12,0,0,0
2022-12-02,4.2206254800649745,23824.899999999998,183.0,79.25,4.1837748603364435,2.0499018774476685,,Friday,48,12,0,0,0
2022-12-03,4.176730208585677,23942.200000000004,194.0,79.25,4.185586383575604,-1.0400181604983794,,Saturday,48,12,0,0,0
2022-12-04,4.192279294849636,21697.5,174.0,79.25,4.185020626432097,0.3722789236421553,,Sunday,48,12,0,0,0
2022-12-05,4.209715248121555,19178.1,162.0,79.25,4.18929445375304,0.4159062897679533,,Monday,49,12,0,0,0
2022-12-06,4.230735619334613,20574.5,163.0,79.25,4.196827500024823,0.49933000153483675,,Tuesday,49,12,0,0,0
2022-12-07,4.1698292287535255,22515.5,173.0,79.25,4.190822828740171,-1.4396170326205993,,Wednesday,49,12,0,0,0
2022-12-08,4.198675400419361,22701.2,177.0,79.25,4.199798640018478,0.6917830463397445,,Thursday,49,12,0,0,0
2022-12-09,4.213141328458757,19475.2,163.0,79.25,4.1987294755033036,0.34453551798625526,,Friday,49,12,0,0,0
2022-12-10,4.251637749750065,20305.3,162.0,79.25,4.209430552812502,0.9137225241240721,,Saturday,49,12,0,0,0
2022-12-11,4.233903438285158,22089.5,178.0,79.25,4.215376859017576,-0.41711717951393723,,Sunday,49,12,0,0,0
2022-12-12,4.146821098405921,25387.7,200.0,79.25,4.206391980486772,-2.0567861584133817,,Monday,50,12,0,0,0
2022-12-13,4.196739900779589,22858.2,189.0,79.25,4.201535449264625,1.203784807424113,,Tuesday,50,12,0,0,0
2022-12-14,4.166984219534673,21266.800000000003,172.0,79.25,4.201129019376218,-0.7090189515768675,,Wednesday,50,12,0,0,0
2022-12-15,4.157222951869061,18121.4,145.0,79.25,4.195207241011889,-0.23425257095651686,,Thursday,50,12,0,0,0
2022-12-16,4.179126099902974,23911.199999999997,191.0,79.25,4.190347922646778,0.5268696985343491,,Friday,50,12,0,0,0
2022-12-17,4.192904979693692,24204.3,191.0,79.25,4.181957526924438,0.32970720340401716,,Saturday,50,12,0,0,0
2022-12-18,4.1980369959271755,22613.3,179.0,79.25,4.176833749444726,0.12239762785797303,,Sunday,50,12,0,0,0
2022-12-19,4.216390659195305,20790.5,170.0,79.25,4.186772258128924,0.43719632023100363,,Monday,51,12,0,0,0
2022-12-20,4.1340807970843,16901.6,152.0,79.25,4.177820957601027,-1.9521403200981835,,Tuesday,51,12,0,0,0
2022-12-21,4.248001494366741,23822.800000000003,189.0,79.25,4.189394854005607,2.755647576186404,,Wednesday,51,12,0,0,0
2022-12-22,4.206274485947196,24657.0,193.0,79.25,4.196402216016769,-0.9822738639541195,,Thursday,51,12,0,0,0
2022-12-23,4.244220968258056,25625.4,213.0,79.25,4.2057014829246375,0.9021399444481437,,Friday,51,12,0,0,0
2022-12-24,4.22801690612113,20442.300000000003,160.0,79.25,4.210717472414272,-0.38179119932996164,,Saturday,51,12,0,0,0
2022-12-25,4.2603166966193555,21200.1,167.0,79.25,4.219614572513154,0.7639465786303479,,Sunday,51,12,0,0,1
2022-12-26,4.147566392255676,22581.7,182.0,79.25,4.209782534378922,-2.6465240120094546,,Monday,52,12,0,0,1
2022-12-27,4.191363368195226,18645.0,153.0,79.25,4.21796575882334,1.0559680496333268,,Tuesday,52,12,0,0,0
2022-12-28,4.178814125225862,20366.4,153.0,79.25,4.208081848946072,-0.299407182507494,,Wednesday,52,12,0,0,0
2022-12-29,4.211458719903423,22365.5,181.0,79.25,4.208822453796961,0.7811927905694072,,Thursday,52,12,0,0,0
2022-12-30,4.219178665977918,23230.5,187.0,79.25,4.205244982042656,0.18330812642208816,,Friday,52,12,0,0,0
2022-12-31,4.187887228345217,24162.100000000002,192.0,79.25,4.199512170931811,-0.7416476075076894,,Saturday,52,12,1,1,0
2023-01-01,3.847854043323202,22768.399999999998,183.0,79.25,4.1405889347466465,-8.119444638349893,-7.090288032892412,Sunday,52,1,0,0,1
2023-01-02,3.850677600464641,21694.2,174.0,79.25,4.09817625020507,0.07338004793446817,-9.066528948973074,Monday,1,1,0,0,1
2023-01-03,3.8476138914827254,20133.199999999997,165.0,79.25,4.049069182103284,-0.07956285360128934,-8.511316364768696,Tuesday,1,1,0,0,0
2023-01-04,3.870424011713031,17075.0,139.0,79.25,4.005013451601451,0.5928380776667685,-9.326458140965155,Wednesday,1,1,0,0,0
2023-01-05,3.850901173611019,22298.699999999997,172.0,79.25,3.953505230702536,-0.5044108356844212,-8.058190094064221,Thursday,1,1,0,0,0
2023-01-06,3.8679424838865906,25398.1,200.0,79.25,3.903328633260918,0.44252785276210904,-8.271982648651777,Friday,1,1,0,0,0
2023-01-07,3.81421469315132,26752.6,219.0,79.25,3.8499468425189325,-1.3890535073645571,-9.725086037636776,Saturday,1,1,0,0,0
2023-01-08,3.874055884987117,23559.1,193.0,79.25,3.853689962756635,1.5688994104932297,-7.678946817225163,Sunday,1,1,0,0,0
2023-01-09,3.8648700111325467,19851.700000000004,162.0,79.25,3.855717449994907,-0.23711257987185652,-8.798475901155356,Monday,2,1,0,0,0
2023-01-10,3.8797100105415216,20490.4,169.0,79.25,3.8603026098604496,0.38397150140183633,-8.476359702379433,Tuesday,2,1,0,0,0
2023-01-11,3.878101598778048,22848.700000000004,187.0,79.25,3.861399408012595,-0.04145700990804135,-6.512032700884351,Wednesday,2,1,0,0,0
2023-01-12,3.8453715590321313,26718.5,208.0,79.25,3.860609463072754,-0.8439706622495269,-8.305781232658461,Thursday,2,1,0,0,0
2023-01-13,3.8417115943481313,19958.0,160.0,79.25,3.856862193138688,-0.09517844056976532,-9.21602058290606,Friday,2,1,0,0,0
2023-01-14,3.849575965087628,20210.6,156.0,79.25,3.861913803415303,0.2047100763906018,-7.476447538459086,Saturday,2,1,0,0,0
2023-01-15,3.8462342653110624,19828.8,155.0,79.25,3.8579392863187243,-0.08680695762005586,-9.072020039594442,Sunday,2,1,0,0,0
2023-01-16,3.836757547127368,22227.0,177.0,79.25,3.85392322003227,-0.24638952102227218,-9.517866170310796,Monday,3,1,0,0,1
2023-01-17,3.8677028977894,25698.899999999998,210.0,79.25,3.852207918210538,0.8065495482038276,-8.436753635060512,Tuesday,3,1,0,0,0
2023-01-18,3.8847338973923677,21912.6,171.0,79.25,3.8531553894411554,0.4403388795117147,-7.952207535518485,Wednesday,3,1,0,0,0
2023-01-19,3.850329647048854,23601.0,182.0,79.25,3.853863687729259,-0.8856269503197511,-8.786937324470689,Thursday,3,1,0,0,0
2023-01-20,3.838284863059711,20541.800000000003,163.0,79.25,3.8533741546880558,-0.31282474731416654,-9.887487323500066,Friday,3,1,0,0,0
2023-01-21,3.8593068146721654,22017.2,178.0,79.25,3.8547642760572756,0.5476912830200131,-8.407919188390188,Saturday,3,1,0,0,0
2023-01-22,3.8648940728181014,21939.6,177.0,79.25,3.857429962843995,0.14477361905238517,-8.621173070987275,Sunday,3,1,0,0,0
2023-01-23,3.8709537866943746,20595.800000000003,167.0,79.25,3.862315139924996,0.15678861469687888,-9.04263929107152,Monday,4,1,0,0,0
2023-01-24,3.8220097472742807,19903.0,164.0,79.25,3.8557875469942653,-1.2643922432845733,-8.904552315523052,Tuesday,4,1,0,0,0
2023-01-25,3.810074288446951,24256.800000000003,200.0,79.25,3.845121888573491,-0.3122822707566808,-10.316489028692255,Wednesday,4,1,0,0,0
2023-01-26,3.793585454358288,23314.199999999997,198.0,79.25,3.8370155753319817,-0.4327693593445425,-9.052655796494369,Thursday,4,1,0,0,0
2023-01-27,3.825878273725711,22726.4,178.0,79.25,3.835243205427125,0.851247975192515,-9.161071648280473,Friday,4,1,0,0,0
2023-01-28,3.864372435101554,21102.2,172.0,79.25,3.8359668654884658,1.0061522772484066,-7.955852980877465,Saturday,4,1,0,0,0
2023-01-29,3.82276690254172,18145.199999999997,143.0,79.25,3.8299486983061257,-1.07664396376278,-8.322130946822416,Sunday,4,1,0,0,0
2023-01-30,3.8433175111084146,19782.300000000003,159.0,79.25,3.8260006589367026,0.5375846629055658,-7.675471666665379,Monday,5,1,0,0,0
2023-01-31,3.915306655693859,24302.5,202.0,79.25,3.8393287887109286,1.8730990707213957,-7.381226546250918,Tuesday,5,1,1,0,0
2023-02-01,3.8540121768765903,22123.9,178.0,79.25,3.8456056299151626,-1.5655090190223264,-8.90300278038586,Wednesday,5,2,0,0,0
2023-02-02,3.8338823481150257,19501.600000000002,156.0,79.25,3.8513623290232677,-0.5223083850731003,-8.388428032672168,Thursday,5,2,0,0,0
2023-02-03,3.8407688200182926,18914.699999999997,159.0,79.25,3.853489549922208,0.17962136753237878,-8.44994191934486,Friday,5,2,0,0,0
2023-02-04,3.810249734616934,21855.199999999997,170.0,79.25,3.845757735567262,-0.7946087575563365,-8.67161701481447,Saturday,5,2,0,0,0
2023-02-05,3.819154737255462,22409.6,180.0,79.25,3.84524171195494,0.23371178423357009,-8.599767909199018,Sunday,5,2,0,0,0
2023-02-06,3.8473493746675316,25754.3,207.0,79.25,3.8458176924633847,0.7382428665964724,-8.83998250745066,Monday,6,2,0,0,0
2023-02-07,3.839242300418882,25329.3,206.0,79.25,3.834951355995531,-0.21071843129272239,-7.879660653989607,Tuesday,6,2,0,0,0
2023-02-08,3.7960493857116284,24727.8,194.0,79.25,3.8266709572576794,-1.1250374768620564,-8.837002363309654,Wednesday,6,2,0,0,0
2023-02-09,3.8315527641315836,22513.4,181.0,79.25,3.826338159545759,0.935271773691615,-9.657893893826097,Thursday,6,2,0,0,0
2023-02-10,3.8555361765562903,23679.700000000004,195.0,79.25,3.8284477819083307,0.6259449863048605,-7.97895823637621,Friday,6,2,0,0,0
2023-02-11,3.861331691660673,21685.199999999997,170.0,79.25,3.83574520434315,0.15031670924585683,-7.218272672700876,Saturday,6,2,0,0,0
2023-02-12,3.7918616385760187,17241.8,139.0,79.25,3.8318461902460865,-1.7991216148223965,-8.607395897988956,Sunday,6,2,0,0,0
2023-02-13,3.8294360529189713,20053.3,163.0,79.25,3.8292871442820067,0.9909226106958657,-10.358840878721043,Monday,7,2,0,0,0
2023-02-14,3.839020692427341,22887.6,183.0,79.25,3.8292554859975008,0.25028853794448747,-8.942661891896918,Tuesday,7,2,0,0,0
2023-02-15,3.8398947767560894,21098.0,172.0,79.25,3.8355191132895667,0.02276841931256879,-8.534110235088498,Wednesday,7,2,0,0,0
2023-02-16,3.8205087602326184,21597.600000000002,177.0,79.25,3.8339413984468576,-0.5048580143606984,-9.337976293884964,Thursday,7,2,0,0,0
2023-02-17,3.8468178593015003,19026.5,156.0,79.25,3.832695924553316,0.6886281571379049,-7.0030811229575995,Friday,7,2,0,0,0
2023-02-18,3.894602873968653,26082.4,205.0,79.25,3.8374489505973135,1.242195924395273,-7.5475958849921305,Saturday,7,2,0,0,0
2023-02-19,3.8905314143107512,20996.800000000003,175.0,79.25,3.8515446328451324,-0.10454107362563025,-7.592780830036672,Sunday,7,2,0,0,0
2023-02-20,3.8451186537810313,19194.5,162.0,79.25,3.853785004396855,-1.1672636895483146,-8.599866979430693,Monday,8,2,0,0,1
2023-02-21,3.8699673919654174,21375.100000000002,172.0,79.25,3.858205961473723,0.6462411286047409,-6.861589045597672,Tuesday,8,2,0,0,0
2023-02-22,3.843261852278975,20550.9,170.0,79.25,3.858686972262707,-0.6900714394102336,-8.413482569449881,Wednesday,8,2,0,0,0
2023-02-23,3.810284901380291,23408.100000000002,184.0,79.25,3.857226420998088,-0.8580459038753596,-7.724421905171153,Thursday,8,2,0,0,0
2023-02-24,3.859754279739835,23815.700000000004,195.0,79.25,3.859074481060708,1.2983117966224311,-8.607458952143753,Friday,8,2,0,0,0
2023-02-25,3.7721961518477896,24250.6,194.0,79.25,3.841587806472013,-2.268489689917441,-9.836532739405623,Saturday,8,2,0,0,0
2023-02-26,3.8506276189245567,21669.2,174.0,79.25,3.835887264273985,2.079199063875503,-7.316296446547632,Sunday,8,2,0,0,0
2023-02-27,3.847636066529378,20929.1,165.0,79.25,3.8362468946666057,-0.0776899947550369,-9.667273440211865,Monday,9,2,0,0,0
2023-02-28,3.836889037135869,22485.0,176.0,79.25,3.8315214154052417,-0.2793151225241375,-8.97872742936132,Tuesday,9,2,1,0,0
2023-03-01,3.881052226948901,19511.0,161.0,79.25,3.8369200403580885,1.1510155593657423,-7.1786638749745,Wednesday,9,3,0,0,0
2023-03-02,3.889558050573374,23344.3,184.0,79.25,3.848244775957101,0.2191628230460596,-7.66766766755781,Thursday,9,3,0,0,0
2023-03-03,3.831659714412449,22318.9,183.0,79.25,3.8442312666246172,-1.4885582219910543,-10.326692724846554,Friday,9,3,0,0,0
2023-03-04,3.8776113920221267,23139.0,188.0,79.25,3.859290586649522,1.199263009625695,-6.697793282750242,Saturday,9,3,0,0,0
2023-03-05,3.804372420850288,20912.9,166.0,79.25,3.852682701210341,-1.8887651125257698,-9.629256755412484,Sunday,9,3,0,0,0
2023-03-06,3.8574886305975644,21087.299999999996,170.0,79.25,3.8540902103629384,1.3961884871251717,-8.886244859560177,Monday,10,3,0,0,0
2023-03-07,3.8873947605261634,22555.700000000004,187.0,79.25,3.8613053137044093,0.7752746097910324,-8.669899545730509,Tuesday,10,3,0,0,0
2023-03-08,3.808779122940274,25804.4,202.0,79.25,3.8509805845603196,-2.0223219515593693,-10.070901997274229,Wednesday,10,3,0,0,0
