order_date,arrival_date,dc_id,sku,pack_type,manufacturer_id,pallets_ordered,lead_time_days
2024-12-23,2024-12-25,FAC00002,YO-003,Carton,MFG-011,2,2
2022-10-10,2022-10-12,FAC00002,YO-003,Multipack,MFG-011,11,2
2022-10-11,2022-10-13,FAC00002,YO-003,Multipack,MFG-011,1,2
2022-10-26,2022-10-28,FAC00002,YO-003,Multipack,MFG-011,12,2
2022-10-27,2022-10-29,FAC00002,YO-003,Multipack,MFG-011,1,2
2022-11-08,2022-11-10,FAC00002,YO-003,Multipack,MFG-011,11,2
2022-11-22,2022-11-24,FAC00002,YO-003,Multipack,MFG-011,11,2
2022-12-06,2022-12-08,FAC00002,YO-003,Multipack,MFG-011,12,2
2022-12-18,2022-12-20,FAC00002,YO-003,Multipack,MFG-011,11,2
2022-12-19,2022-12-21,FAC00002,YO-003,Multipack,MFG-011,1,2
2022-12-31,2023-01-02,FAC00002,YO-003,Multipack,MFG-011,11,2
2023-01-21,2023-01-23,FAC00002,YO-003,Multipack,MFG-011,11,2
2023-01-22,2023-01-24,FAC00002,YO-003,Multipack,MFG-011,3,2
2023-01-29,2023-01-31,FAC00002,YO-003,Multipack,MFG-011,11,2
2023-02-13,2023-02-15,FAC00002,YO-003,Multipack,MFG-011,12,2
2023-02-14,2023-02-16,FAC00002,YO-003,Multipack,MFG-011,2,2
2023-02-26,2023-02-28,FAC00002,YO-003,Multipack,MFG-011,12,2
2023-02-27,2023-03-01,FAC00002,YO-003,Multipack,MFG-011,2,2
2023-03-10,2023-03-12,FAC00002,YO-003,Multipack,MFG-011,12,2
2023-03-25,2023-03-27,FAC00002,YO-003,Multipack,MFG-011,11,2
2023-03-26,2023-03-28,FAC00002,YO-003,Multipack,MFG-011,1,2
2023-04-06,2023-04-08,FAC00002,YO-003,Multipack,MFG-011,11,2
2023-04-17,2023-04-19,FAC00002,YO-003,Multipack,MFG-011,11,2
2023-04-18,2023-04-20,FAC00002,YO-003,Multipack,MFG-011,1,2
2023-04-27,2023-04-29,FAC00002,YO-003,Multipack,MFG-011,12,2
2023-04-28,2023-04-30,FAC00002,YO-003,Multipack,MFG-011,1,2
2023-05-11,2023-05-13,FAC00002,YO-003,Multipack,MFG-011,11,2
2023-06-01,2023-06-03,FAC00002,YO-003,Multipack,MFG-011,12,2
2023-06-17,2023-06-19,FAC00002,YO-003,Multipack,MFG-011,11,2
2023-06-18,2023-06-20,FAC00002,YO-003,Multipack,MFG-011,1,2
2023-06-27,2023-06-29,FAC00002,YO-003,Multipack,MFG-011,11,2
2023-07-07,2023-07-09,FAC00002,YO-003,Multipack,MFG-011,11,2
2023-07-08,2023-07-10,FAC00002,YO-003,Multipack,MFG-011,1,2
2023-07-20,2023-07-22,FAC00002,YO-003,Multipack,MFG-011,11,2
2023-07-21,2023-07-23,FAC00002,YO-003,Multipack,MFG-011,1,2
2023-08-10,2023-08-12,FAC00002,YO-003,Multipack,MFG-011,11,2
2023-08-11,2023-08-13,FAC00002,YO-003,Multipack,MFG-011,1,2
2023-08-28,2023-08-30,FAC00002,YO-003,Multipack,MFG-011,11,2
2023-08-29,2023-08-31,FAC00002,YO-003,Multipack,MFG-011,2,2
2023-09-12,2023-09-14,FAC00002,YO-003,Multipack,MFG-011,12,2
2023-09-24,2023-09-26,FAC00002,YO-003,Multipack,MFG-011,12,2
2023-10-07,2023-10-09,FAC00002,YO-003,Multipack,MFG-011,12,2
2023-10-15,2023-10-17,FAC00002,YO-003,Multipack,MFG-011,11,2
2023-10-16,2023-10-18,FAC00002,YO-003,Multipack,MFG-011,1,2
2023-11-01,2023-11-03,FAC00002,YO-003,Multipack,MFG-011,11,2
2023-11-17,2023-11-19,FAC00002,YO-003,Multipack,MFG-011,11,2
2023-12-01,2023-12-03,FAC00002,YO-003,Multipack,MFG-011,11,2
2023-12-17,2023-12-19,FAC00002,YO-003,Multipack,MFG-011,12,2
2023-12-31,2024-01-02,FAC00002,YO-003,Multipack,MFG-011,11,2
2024-01-01,2024-01-03,FAC00002,YO-003,Multipack,MFG-011,2,2
2024-01-11,2024-01-13,FAC00002,YO-003,Multipack,MFG-011,11,2
2024-01-26,2024-01-28,FAC00002,YO-003,Multipack,MFG-011,11,2
2024-01-27,2024-01-29,FAC00002,YO-003,Multipack,MFG-011,1,2
2024-02-12,2024-02-14,FAC00002,YO-003,Multipack,MFG-011,11,2
2024-02-13,2024-02-15,FAC00002,YO-003,Multipack,MFG-011,1,2
2024-03-06,2024-03-08,FAC00002,YO-003,Multipack,MFG-011,11,2
2024-03-07,2024-03-09,FAC00002,YO-003,Multipack,MFG-011,1,2
2024-03-20,2024-03-22,FAC00002,YO-003,Multipack,MFG-011,11,2
2024-03-21,2024-03-23,FAC00002,YO-003,Multipack,MFG-011,1,2
2024-04-02,2024-04-04,FAC00002,YO-003,Multipack,MFG-011,11,2
2024-04-17,2024-04-19,FAC00002,YO-003,Multipack,MFG-011,11,2
2024-04-18,2024-04-20,FAC00002,YO-003,Multipack,MFG-011,1,2
2024-04-29,2024-05-01,FAC00002,YO-003,Multipack,MFG-011,11,2
2024-04-30,2024-05-02,FAC00002,YO-003,Multipack,MFG-011,1,2
2024-05-12,2024-05-14,FAC00002,YO-003,Multipack,MFG-011,11,2
2024-05-13,2024-05-15,FAC00002,YO-003,Multipack,MFG-011,1,2
2024-05-23,2024-05-25,FAC00002,YO-003,Multipack,MFG-011,11,2
2024-06-07,2024-06-09,FAC00002,YO-003,Multipack,MFG-011,12,2
2024-06-17,2024-06-19,FAC00002,YO-003,Multipack,MFG-011,12,2
2024-06-18,2024-06-20,FAC00002,YO-003,Multipack,MFG-011,1,2
2024-06-27,2024-06-29,FAC00002,YO-003,Multipack,MFG-011,12,2
2024-07-08,2024-07-10,FAC00002,YO-003,Multipack,MFG-011,11,2
2024-07-24,2024-07-26,FAC00002,YO-003,Multipack,MFG-011,12,2
2024-07-25,2024-07-27,FAC00002,YO-003,Multipack,MFG-011,1,2
2024-08-09,2024-08-11,FAC00002,YO-003,Multipack,MFG-011,11,2
2024-08-10,2024-08-12,FAC00002,YO-003,Multipack,MFG-011,1,2
2024-08-26,2024-08-28,FAC00002,YO-003,Multipack,MFG-011,12,2
2024-08-27,2024-08-29,FAC00002,YO-003,Multipack,MFG-011,1,2
2024-09-12,2024-09-14,FAC00002,YO-003,Multipack,MFG-011,11,2
2024-09-26,2024-09-28,FAC00002,YO-003,Multipack,MFG-011,13,2
2024-10-07,2024-10-09,FAC00002,YO-003,Multipack,MFG-011,11,2
2024-10-08,2024-10-10,FAC00002,YO-003,Multipack,MFG-011,2,2
2024-10-18,2024-10-20,FAC00002,YO-003,Multipack,MFG-011,11,2
2024-10-19,2024-10-21,FAC00002,YO-003,Multipack,MFG-011,1,2
2024-10-31,2024-11-02,FAC00002,YO-003,Multipack,MFG-011,11,2
2024-11-01,2024-11-03,FAC00002,YO-003,Multipack,MFG-011,2,2
2024-11-13,2024-11-15,FAC00002,YO-003,Multipack,MFG-011,12,2
2024-11-14,2024-11-16,FAC00002,YO-003,Multipack,MFG-011,1,2
2024-11-27,2024-11-29,FAC00002,YO-003,Multipack,MFG-011,12,2
2024-11-28,2024-11-30,FAC00002,YO-003,Multipack,MFG-011,1,2
2024-12-21,2024-12-23,FAC00002,YO-003,Multipack,MFG-011,11,2
2024-12-31,2025-01-02,FAC00002,YO-003,Multipack,MFG-011,11,2
2022-10-08,2022-10-10,FAC00002,YO-003,Single,MFG-011,11,2
2022-10-20,2022-10-22,FAC00002,YO-003,Single,MFG-011,11,2
2022-10-21,2022-10-23,FAC00002,YO-003,Single,MFG-011,1,2
2022-11-07,2022-11-09,FAC00002,YO-003,Single,MFG-011,12,2
2022-11-08,2022-11-10,FAC00002,YO-003,Single,MFG-011,1,2
2022-12-01,2022-12-03,FAC00002,YO-003,Single,MFG-011,11,2
2022-12-02,2022-12-04,FAC00002,YO-003,Single,MFG-011,2,2
2022-12-17,2022-12-19,FAC00002,YO-003,Single,MFG-011,12,2
2022-12-26,2022-12-28,FAC00002,YO-003,Single,MFG-011,11,2
2022-12-27,2022-12-29,FAC00002,YO-003,Single,MFG-011,2,2
2023-01-07,2023-01-09,FAC00002,YO-003,Single,MFG-011,11,2
2023-01-19,2023-01-21,FAC00002,YO-003,Single,MFG-011,11,2
2023-01-20,2023-01-22,FAC00002,YO-003,Single,MFG-011,2,2
2023-02-02,2023-02-04,FAC00002,YO-003,Single,MFG-011,11,2
2023-02-03,2023-02-05,FAC00002,YO-003,Single,MFG-011,1,2
2023-02-15,2023-02-17,FAC00002,YO-003,Single,MFG-011,12,2
2023-02-16,2023-02-18,FAC00002,YO-003,Single,MFG-011,1,2
2023-03-03,2023-03-05,FAC00002,YO-003,Single,MFG-011,12,2
2023-03-20,2023-03-22,FAC00002,YO-003,Single,MFG-011,11,2
2023-03-21,2023-03-23,FAC00002,YO-003,Single,MFG-011,1,2
2023-04-05,2023-04-07,FAC00002,YO-003,Single,MFG-011,11,2
2023-04-20,2023-04-22,FAC00002,YO-003,Single,MFG-011,11,2
2023-05-07,2023-05-09,FAC00002,YO-003,Single,MFG-011,11,2
2023-05-08,2023-05-10,FAC00002,YO-003,Single,MFG-011,1,2
2023-05-18,2023-05-20,FAC00002,YO-003,Single,MFG-011,11,2
2023-05-19,2023-05-21,FAC00002,YO-003,Single,MFG-011,1,2
2023-05-28,2023-05-30,FAC00002,YO-003,Single,MFG-011,12,2
2023-06-14,2023-06-16,FAC00002,YO-003,Single,MFG-011,12,2
2023-07-10,2023-07-12,FAC00002,YO-003,Single,MFG-011,11,2
2023-07-24,2023-07-26,FAC00002,YO-003,Single,MFG-011,11,2
2023-07-25,2023-07-27,FAC00002,YO-003,Single,MFG-011,1,2
2023-08-03,2023-08-05,FAC00002,YO-003,Single,MFG-011,11,2
2023-08-18,2023-08-20,FAC00002,YO-003,Single,MFG-011,12,2
2023-08-19,2023-08-21,FAC00002,YO-003,Single,MFG-011,2,2
2023-08-31,2023-09-02,FAC00002,YO-003,Single,MFG-011,11,2
2023-09-01,2023-09-03,FAC00002,YO-003,Single,MFG-011,1,2
2023-09-13,2023-09-15,FAC00002,YO-003,Single,MFG-011,11,2
2023-09-14,2023-09-16,FAC00002,YO-003,Single,MFG-011,1,2
2023-09-29,2023-10-01,FAC00002,YO-003,Single,MFG-011,11,2
2023-10-14,2023-10-16,FAC00002,YO-003,Single,MFG-011,11,2
2023-10-22,2023-10-24,FAC00002,YO-003,Single,MFG-011,11,2
2023-10-23,2023-10-25,FAC00002,YO-003,Single,MFG-011,3,2
2023-11-08,2023-11-10,FAC00002,YO-003,Single,MFG-011,13,2
2023-11-09,2023-11-11,FAC00002,YO-003,Single,MFG-011,1,2
2023-11-22,2023-11-24,FAC00002,YO-003,Single,MFG-011,11,2
2023-12-05,2023-12-07,FAC00002,YO-003,Single,MFG-011,11,2
2023-12-06,2023-12-08,FAC00002,YO-003,Single,MFG-011,2,2
2023-12-24,2023-12-26,FAC00002,YO-003,Single,MFG-011,11,2
2024-01-06,2024-01-08,FAC00002,YO-003,Single,MFG-011,11,2
2024-01-17,2024-01-19,FAC00002,YO-003,Single,MFG-011,11,2
2024-01-18,2024-01-20,FAC00002,YO-003,Single,MFG-011,1,2
2024-01-30,2024-02-01,FAC00002,YO-003,Single,MFG-011,11,2
2024-01-31,2024-02-02,FAC00002,YO-003,Single,MFG-011,1,2
2024-02-15,2024-02-17,FAC00002,YO-003,Single,MFG-011,11,2
2024-02-16,2024-02-18,FAC00002,YO-003,Single,MFG-011,1,2
2024-02-27,2024-02-29,FAC00002,YO-003,Single,MFG-011,12,2
2024-02-28,2024-03-01,FAC00002,YO-003,Single,MFG-011,2,2
2024-03-11,2024-03-13,FAC00002,YO-003,Single,MFG-011,11,2
2024-03-12,2024-03-14,FAC00002,YO-003,Single,MFG-011,1,2
2024-03-29,2024-03-31,FAC00002,YO-003,Single,MFG-011,12,2
2024-03-30,2024-04-01,FAC00002,YO-003,Single,MFG-011,2,2
2024-04-15,2024-04-17,FAC00002,YO-003,Single,MFG-011,11,2
2024-04-16,2024-04-18,FAC00002,YO-003,Single,MFG-011,1,2
2024-04-28,2024-04-30,FAC00002,YO-003,Single,MFG-011,11,2
2024-05-11,2024-05-13,FAC00002,YO-003,Single,MFG-011,11,2
2024-05-12,2024-05-14,FAC00002,YO-003,Single,MFG-011,1,2
2024-05-26,2024-05-28,FAC00002,YO-003,Single,MFG-011,11,2
2024-06-10,2024-06-12,FAC00002,YO-003,Single,MFG-011,11,2
2024-06-30,2024-07-02,FAC00002,YO-003,Single,MFG-011,11,2
2024-07-01,2024-07-03,FAC00002,YO-003,Single,MFG-011,1,2
2024-07-14,2024-07-16,FAC00002,YO-003,Single,MFG-011,11,2
2024-07-15,2024-07-17,FAC00002,YO-003,Single,MFG-011,1,2
2024-07-30,2024-08-01,FAC00002,YO-003,Single,MFG-011,11,2
2024-07-31,2024-08-02,FAC00002,YO-003,Single,MFG-011,1,2
2024-08-17,2024-08-19,FAC00002,YO-003,Single,MFG-011,13,2
2024-08-28,2024-08-30,FAC00002,YO-003,Single,MFG-011,11,2
2024-08-29,2024-08-31,FAC00002,YO-003,Single,MFG-011,1,2
2024-09-09,2024-09-11,FAC00002,YO-003,Single,MFG-011,11,2
2024-09-10,2024-09-12,FAC00002,YO-003,Single,MFG-011,1,2
2024-09-18,2024-09-20,FAC00002,YO-003,Single,MFG-011,12,2
2024-09-19,2024-09-21,FAC00002,YO-003,Single,MFG-011,1,2
2024-09-30,2024-10-02,FAC00002,YO-003,Single,MFG-011,12,2
2024-10-01,2024-10-03,FAC00002,YO-003,Single,MFG-011,1,2
2024-10-13,2024-10-15,FAC00002,YO-003,Single,MFG-011,11,2
2024-10-14,2024-10-16,FAC00002,YO-003,Single,MFG-011,1,2
2024-10-28,2024-10-30,FAC00002,YO-003,Single,MFG-011,11,2
2024-11-09,2024-11-11,FAC00002,YO-003,Single,MFG-011,11,2
2024-11-24,2024-11-26,FAC00002,YO-003,Single,MFG-011,11,2
2024-12-04,2024-12-06,FAC00002,YO-003,Single,MFG-011,11,2
2024-12-14,2024-12-16,FAC00002,YO-003,Single,MFG-011,12,2
2024-12-15,2024-12-17,FAC00002,YO-003,Single,MFG-011,2,2
2022-04-07,2022-04-09,FAC00002,YO-005,Carton,MFG-012,13,2
2022-04-08,2022-04-10,FAC00002,YO-005,Carton,MFG-012,3,2
2022-04-25,2022-04-27,FAC00002,YO-005,Carton,MFG-012,12,2
2022-04-26,2022-04-28,FAC00002,YO-005,Carton,MFG-012,1,2
2022-05-09,2022-05-11,FAC00002,YO-005,Carton,MFG-012,12,2
2022-05-27,2022-05-29,FAC00002,YO-005,Carton,MFG-012,13,2
2022-05-28,2022-05-30,FAC00002,YO-005,Carton,MFG-012,1,2
2022-06-16,2022-06-18,FAC00002,YO-005,Carton,MFG-012,13,2
2022-06-17,2022-06-19,FAC00002,YO-005,Carton,MFG-012,1,2
2022-07-03,2022-07-05,FAC00002,YO-005,Carton,MFG-012,12,2
2022-07-04,2022-07-06,FAC00002,YO-005,Carton,MFG-012,1,2
2022-07-21,2022-07-23,FAC00002,YO-005,Carton,MFG-012,12,2
2022-08-07,2022-08-09,FAC00002,YO-005,Carton,MFG-012,13,2
2022-08-08,2022-08-10,FAC00002,YO-005,Carton,MFG-012,1,2
2022-08-25,2022-08-27,FAC00002,YO-005,Carton,MFG-012,13,2
2022-09-12,2022-09-14,FAC00002,YO-005,Carton,MFG-012,12,2
2022-09-13,2022-09-15,FAC00002,YO-005,Carton,MFG-012,1,2
2022-09-29,2022-10-01,FAC00002,YO-005,Carton,MFG-012,12,2
2022-09-30,2022-10-02,FAC00002,YO-005,Carton,MFG-012,1,2
2022-10-11,2022-10-13,FAC00002,YO-005,Carton,MFG-012,12,2
2022-11-01,2022-11-03,FAC00002,YO-005,Carton,MFG-012,12,2
2022-11-17,2022-11-19,FAC00002,YO-005,Carton,MFG-012,12,2
2022-11-18,2022-11-20,FAC00002,YO-005,Carton,MFG-012,1,2
2022-12-03,2022-12-05,FAC00002,YO-005,Carton,MFG-012,13,2
2022-12-17,2022-12-19,FAC00002,YO-005,Carton,MFG-012,12,2
2022-12-18,2022-12-20,FAC00002,YO-005,Carton,MFG-012,1,2
2022-12-28,2022-12-30,FAC00002,YO-005,Carton,MFG-012,12,2
2022-12-29,2022-12-31,FAC00002,YO-005,Carton,MFG-012,1,2
2023-01-11,2023-01-13,FAC00002,YO-005,Carton,MFG-012,12,2
2023-01-12,2023-01-14,FAC00002,YO-005,Carton,MFG-012,1,2
2023-01-24,2023-01-26,FAC00002,YO-005,Carton,MFG-012,13,2
2023-02-11,2023-02-13,FAC00002,YO-005,Carton,MFG-012,12,2
2023-03-08,2023-03-10,FAC00002,YO-005,Carton,MFG-012,13,2
2023-03-23,2023-03-25,FAC00002,YO-005,Carton,MFG-012,13,2
2023-04-03,2023-04-05,FAC00002,YO-005,Carton,MFG-012,12,2
2023-04-16,2023-04-18,FAC00002,YO-005,Carton,MFG-012,12,2
2023-04-30,2023-05-02,FAC00002,YO-005,Carton,MFG-012,12,2
2023-05-01,2023-05-03,FAC00002,YO-005,Carton,MFG-012,2,2
2023-05-14,2023-05-16,FAC00002,YO-005,Carton,MFG-012,12,2
2023-05-29,2023-05-31,FAC00002,YO-005,Carton,MFG-012,13,2
2023-05-30,2023-06-01,FAC00002,YO-005,Carton,MFG-012,2,2
2023-06-12,2023-06-14,FAC00002,YO-005,Carton,MFG-012,12,2
2023-06-13,2023-06-15,FAC00002,YO-005,Carton,MFG-012,1,2
2023-07-01,2023-07-03,FAC00002,YO-005,Carton,MFG-012,13,2
2023-07-19,2023-07-21,FAC00002,YO-005,Carton,MFG-012,13,2
2023-07-20,2023-07-22,FAC00002,YO-005,Carton,MFG-012,1,2
2023-08-04,2023-08-06,FAC00002,YO-005,Carton,MFG-012,12,2
2023-08-05,2023-08-07,FAC00002,YO-005,Carton,MFG-012,2,2
2023-08-21,2023-08-23,FAC00002,YO-005,Carton,MFG-012,12,2
2023-08-22,2023-08-24,FAC00002,YO-005,Carton,MFG-012,3,2
2023-09-07,2023-09-09,FAC00002,YO-005,Carton,MFG-012,12,2
2023-09-08,2023-09-10,FAC00002,YO-005,Carton,MFG-012,2,2
2023-09-22,2023-09-24,FAC00002,YO-005,Carton,MFG-012,12,2
2023-10-09,2023-10-11,FAC00002,YO-005,Carton,MFG-012,12,2
2023-10-10,2023-10-12,FAC00002,YO-005,Carton,MFG-012,1,2
2023-11-06,2023-11-08,FAC00002,YO-005,Carton,MFG-012,12,2
2023-11-07,2023-11-09,FAC00002,YO-005,Carton,MFG-012,1,2
2023-11-20,2023-11-22,FAC00002,YO-005,Carton,MFG-012,12,2
2023-11-21,2023-11-23,FAC00002,YO-005,Carton,MFG-012,1,2
2023-12-10,2023-12-12,FAC00002,YO-005,Carton,MFG-012,12,2
2023-12-11,2023-12-13,FAC00002,YO-005,Carton,MFG-012,1,2
2023-12-24,2023-12-26,FAC00002,YO-005,Carton,MFG-012,13,2
2023-12-25,2023-12-27,FAC00002,YO-005,Carton,MFG-012,2,2
2024-01-10,2024-01-12,FAC00002,YO-005,Carton,MFG-012,12,2
2024-01-23,2024-01-25,FAC00002,YO-005,Carton,MFG-012,12,2
2024-01-24,2024-01-26,FAC00002,YO-005,Carton,MFG-012,1,2
2024-02-13,2024-02-15,FAC00002,YO-005,Carton,MFG-012,12,2
2024-03-03,2024-03-05,FAC00002,YO-005,Carton,MFG-012,13,2
2024-03-16,2024-03-18,FAC00002,YO-005,Carton,MFG-012,12,2
2024-04-02,2024-04-04,FAC00002,YO-005,Carton,MFG-012,14,2
2024-04-03,2024-04-05,FAC00002,YO-005,Carton,MFG-012,2,2
2024-04-18,2024-04-20,FAC00002,YO-005,Carton,MFG-012,12,2
2024-04-19,2024-04-21,FAC00002,YO-005,Carton,MFG-012,2,2
2024-04-30,2024-05-02,FAC00002,YO-005,Carton,MFG-012,13,2
2024-05-01,2024-05-03,FAC00002,YO-005,Carton,MFG-012,2,2
2024-05-19,2024-05-21,FAC00002,YO-005,Carton,MFG-012,13,2
2024-05-20,2024-05-22,FAC00002,YO-005,Carton,MFG-012,1,2
2024-05-31,2024-06-02,FAC00002,YO-005,Carton,MFG-012,13,2
2024-06-25,2024-06-27,FAC00002,YO-005,Carton,MFG-012,12,2
2024-07-07,2024-07-09,FAC00002,YO-005,Carton,MFG-012,12,2
2024-07-19,2024-07-21,FAC00002,YO-005,Carton,MFG-012,13,2
2024-08-03,2024-08-05,FAC00002,YO-005,Carton,MFG-012,13,2
2024-08-20,2024-08-22,FAC00002,YO-005,Carton,MFG-012,12,2
2024-08-21,2024-08-23,FAC00002,YO-005,Carton,MFG-012,1,2
2024-09-07,2024-09-09,FAC00002,YO-005,Carton,MFG-012,13,2
2024-09-08,2024-09-10,FAC00002,YO-005,Carton,MFG-012,1,2
2024-09-19,2024-09-21,FAC00002,YO-005,Carton,MFG-012,12,2
2024-09-20,2024-09-22,FAC00002,YO-005,Carton,MFG-012,1,2
2024-09-28,2024-09-30,FAC00002,YO-005,Carton,MFG-012,13,2
2024-10-09,2024-10-11,FAC00002,YO-005,Carton,MFG-012,12,2
2024-10-10,2024-10-12,FAC00002,YO-005,Carton,MFG-012,1,2
2024-10-26,2024-10-28,FAC00002,YO-005,Carton,MFG-012,12,2
2024-11-12,2024-11-14,FAC00002,YO-005,Carton,MFG-012,12,2
2024-11-24,2024-11-26,FAC00002,YO-005,Carton,MFG-012,12,2
2024-12-10,2024-12-12,FAC00002,YO-005,Carton,MFG-012,12,2
2024-12-11,2024-12-13,FAC00002,YO-005,Carton,MFG-012,1,2
2024-12-21,2024-12-23,FAC00002,YO-005,Carton,MFG-012,12,2
2024-12-22,2024-12-24,FAC00002,YO-005,Carton,MFG-012,2,2
2024-12-30,2025-01-01,FAC00002,YO-005,Carton,MFG-012,12,2
2024-12-31,2025-01-02,FAC00002,YO-005,Carton,MFG-012,1,2
2022-03-26,2022-03-28,FAC00002,YO-005,Multipack,MFG-012,13,2
2022-03-27,2022-03-29,FAC00002,YO-005,Multipack,MFG-012,2,2
2022-04-09,2022-04-11,FAC00002,YO-005,Multipack,MFG-012,14,2
2022-04-10,2022-04-12,FAC00002,YO-005,Multipack,MFG-012,1,2
2022-04-20,2022-04-22,FAC00002,YO-005,Multipack,MFG-012,13,2
2022-04-21,2022-04-23,FAC00002,YO-005,Multipack,MFG-012,2,2
2022-05-12,2022-05-14,FAC00002,YO-005,Multipack,MFG-012,13,2
2022-05-13,2022-05-15,FAC00002,YO-005,Multipack,MFG-012,1,2
2022-05-26,2022-05-28,FAC00002,YO-005,Multipack,MFG-012,13,2
2022-06-12,2022-06-14,FAC00002,YO-005,Multipack,MFG-012,14,2
2022-06-30,2022-07-02,FAC00002,YO-005,Multipack,MFG-012,14,2
2022-07-01,2022-07-03,FAC00002,YO-005,Multipack,MFG-012,1,2
2022-07-16,2022-07-18,FAC00002,YO-005,Multipack,MFG-012,14,2
2022-07-17,2022-07-19,FAC00002,YO-005,Multipack,MFG-012,2,2
2022-07-30,2022-08-01,FAC00002,YO-005,Multipack,MFG-012,14,2
2022-07-31,2022-08-02,FAC00002,YO-005,Multipack,MFG-012,2,2
2022-08-13,2022-08-15,FAC00002,YO-005,Multipack,MFG-012,13,2
2022-08-14,2022-08-16,FAC00002,YO-005,Multipack,MFG-012,1,2
2022-08-25,2022-08-27,FAC00002,YO-005,Multipack,MFG-012,13,2
2022-09-19,2022-09-21,FAC00002,YO-005,Multipack,MFG-012,13,2
2022-09-20,2022-09-22,FAC00002,YO-005,Multipack,MFG-012,1,2
2022-10-12,2022-10-14,FAC00002,YO-005,Multipack,MFG-012,13,2
2022-10-13,2022-10-15,FAC00002,YO-005,Multipack,MFG-012,1,2
2022-10-24,2022-10-26,FAC00002,YO-005,Multipack,MFG-012,13,2
2022-11-07,2022-11-09,FAC00002,YO-005,Multipack,MFG-012,13,2
2022-11-24,2022-11-26,FAC00002,YO-005,Multipack,MFG-012,13,2
2022-12-09,2022-12-11,FAC00002,YO-005,Multipack,MFG-012,14,2
2022-12-21,2022-12-23,FAC00002,YO-005,Multipack,MFG-012,13,2
2023-01-10,2023-01-12,FAC00002,YO-005,Multipack,MFG-012,13,2
2023-01-11,2023-01-13,FAC00002,YO-005,Multipack,MFG-012,2,2
2023-01-27,2023-01-29,FAC00002,YO-005,Multipack,MFG-012,13,2
2023-02-08,2023-02-10,FAC00002,YO-005,Multipack,MFG-012,13,2
2023-02-09,2023-02-11,FAC00002,YO-005,Multipack,MFG-012,1,2
2023-02-21,2023-02-23,FAC00002,YO-005,Multipack,MFG-012,13,2
2023-03-12,2023-03-14,FAC00002,YO-005,Multipack,MFG-012,13,2
2023-03-13,2023-03-15,FAC00002,YO-005,Multipack,MFG-012,1,2
2023-04-02,2023-04-04,FAC00002,YO-005,Multipack,MFG-012,13,2
2023-04-03,2023-04-05,FAC00002,YO-005,Multipack,MFG-012,1,2
2023-04-19,2023-04-21,FAC00002,YO-005,Multipack,MFG-012,13,2
2023-05-04,2023-05-06,FAC00002,YO-005,Multipack,MFG-012,13,2
2023-05-21,2023-05-23,FAC00002,YO-005,Multipack,MFG-012,14,2
2023-05-22,2023-05-24,FAC00002,YO-005,Multipack,MFG-012,2,2
2023-06-04,2023-06-06,FAC00002,YO-005,Multipack,MFG-012,13,2
2023-06-21,2023-06-23,FAC00002,YO-005,Multipack,MFG-012,14,2
2023-07-05,2023-07-07,FAC00002,YO-005,Multipack,MFG-012,13,2
2023-07-06,2023-07-08,FAC00002,YO-005,Multipack,MFG-012,1,2
2023-07-23,2023-07-25,FAC00002,YO-005,Multipack,MFG-012,14,2
2023-08-11,2023-08-13,FAC00002,YO-005,Multipack,MFG-012,13,2
2023-08-12,2023-08-14,FAC00002,YO-005,Multipack,MFG-012,1,2
2023-08-29,2023-08-31,FAC00002,YO-005,Multipack,MFG-012,13,2
2023-08-30,2023-09-01,FAC00002,YO-005,Multipack,MFG-012,1,2
2023-09-11,2023-09-13,FAC00002,YO-005,Multipack,MFG-012,13,2
2023-09-28,2023-09-30,FAC00002,YO-005,Multipack,MFG-012,13,2
2023-10-12,2023-10-14,FAC00002,YO-005,Multipack,MFG-012,13,2
2023-10-13,2023-10-15,FAC00002,YO-005,Multipack,MFG-012,2,2
2023-10-25,2023-10-27,FAC00002,YO-005,Multipack,MFG-012,13,2
2023-10-26,2023-10-28,FAC00002,YO-005,Multipack,MFG-012,1,2
2023-11-12,2023-11-14,FAC00002,YO-005,Multipack,MFG-012,13,2
2023-11-13,2023-11-15,FAC00002,YO-005,Multipack,MFG-012,2,2
2023-12-01,2023-12-03,FAC00002,YO-005,Multipack,MFG-012,13,2
2023-12-02,2023-12-04,FAC00002,YO-005,Multipack,MFG-012,2,2
2023-12-15,2023-12-17,FAC00002,YO-005,Multipack,MFG-012,13,2
2023-12-16,2023-12-18,FAC00002,YO-005,Multipack,MFG-012,1,2
2023-12-30,2024-01-01,FAC00002,YO-005,Multipack,MFG-012,15,2
2023-12-31,2024-01-02,FAC00002,YO-005,Multipack,MFG-012,2,2
2024-01-11,2024-01-13,FAC00002,YO-005,Multipack,MFG-012,15,2
2024-01-12,2024-01-14,FAC00002,YO-005,Multipack,MFG-012,1,2
2024-01-29,2024-01-31,FAC00002,YO-005,Multipack,MFG-012,13,2
2024-02-14,2024-02-16,FAC00002,YO-005,Multipack,MFG-012,13,2
2024-02-15,2024-02-17,FAC00002,YO-005,Multipack,MFG-012,1,2
2024-03-01,2024-03-03,FAC00002,YO-005,Multipack,MFG-012,13,2
2024-03-17,2024-03-19,FAC00002,YO-005,Multipack,MFG-012,13,2
